source,league,season_start_year,match_date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals
flashscore_fhg,N1,2025,2026-03-15,twente,utrecht,0,2,2,2
flashscore_fhg,P1,2025,2026-03-15,afs,santa clara,0,1,2,1
flashscore_fhg,P1,2025,2026-03-15,fc porto,moreirense,3,0,1,0
flashscore_fhg,P1,2025,2026-03-15,nacional,estoril,0,1,2,1
flashscore_fhg,P1,2025,2026-03-15,rio ave,estrela,2,1,1,1
flashscore_fhg,RO1,2025,2026-03-15,farul constanta,petrolul,2,0,1,0
flashscore_fhg,RO1,2025,2026-03-15,fcsb,metaloglobus bucharest,0,0,0,0
flashscore_fhg,SP1,2025,2026-03-15,barcelona,sevilla,5,2,1,2
flashscore_fhg,SP1,2025,2026-03-15,betis,celta vigo,1,1,0,1
flashscore_fhg,SP1,2025,2026-03-15,mallorca,espanyol,2,1,1,1
flashscore_fhg,SP1,2025,2026-03-15,real sociedad,osasuna,3,1,1,1
flashscore_fhg,E0,2025,2026-03-16,brentford,wolves,2,2,0,2
flashscore_fhg,I1,2025,2026-03-16,cremonese,fiorentina,1,4,2,4
flashscore_fhg,RO1,2025,2026-03-16,fc botosani,unirea slobozia,3,2,1,2
flashscore_fhg,RO1,2025,2026-03-16,u. cluj,cfr cluj,2,1,1,1
flashscore_fhg,SP1,2025,2026-03-16,rayo vallecano,levante,1,1,0,1
flashscore_fhg,E1,2025,2026-03-17,watford,wrexham,3,1,1,1
flashscore_fhg,E1,2025,2026-03-18,southampton,norwich,1,0,1,0
flashscore_fhg,RO1,2025,2026-03-19,dinamo bucuresti,univ. craiova,0,1,2,1
flashscore_fhg,D1,2025,2026-03-20,rb leipzig,hoffenheim,5,0,1,0
flashscore_fhg,E0,2025,2026-03-20,bournemouth,manchester utd,2,2,0,2
flashscore_fhg,E1,2025,2026-03-20,preston,stoke,3,1,1,1
flashscore_fhg,F1,2025,2026-03-20,lens,angers,5,1,1,1
flashscore_fhg,I1,2025,2026-03-20,cagliari,napoli,0,1,2,1
flashscore_fhg,I1,2025,2026-03-20,genoa,udinese,0,2,2,2
flashscore_fhg,N1,2025,2026-03-20,heracles,excelsior,1,1,0,1
flashscore_fhg,P1,2025,2026-03-20,estrela,casa pia,4,0,1,0
flashscore_fhg,RO1,2025,2026-03-20,cfr cluj,fc rapid bucuresti,1,0,1,0
flashscore_fhg,RO1,2025,2026-03-20,fcsb,uta arad,1,0,1,0
flashscore_fhg,SP1,2025,2026-03-20,villarreal,real sociedad,3,1,1,1
flashscore_fhg,D1,2025,2026-03-21,bayern munich,union berlin,4,0,1,0
flashscore_fhg,D1,2025,2026-03-21,dortmund,hamburger sv,3,2,1,2
flashscore_fhg,D1,2025,2026-03-21,fc koln,b. monchengladbach,3,3,0,3
flashscore_fhg,D1,2025,2026-03-21,heidenheim,bayer leverkusen,3,3,0,3
flashscore_fhg,D1,2025,2026-03-21,wolfsburg,werder bremen,0,1,2,1
flashscore_fhg,E0,2025,2026-03-21,brighton,liverpool,2,1,1,1
flashscore_fhg,E0,2025,2026-03-21,everton,chelsea,3,0,1,0
flashscore_fhg,E0,2025,2026-03-21,fulham,burnley,3,1,1,1
flashscore_fhg,E0,2025,2026-03-21,leeds,brentford,0,0,0,0
flashscore_fhg,E1,2025,2026-03-21,blackburn,middlesbrough,0,0,0,0
flashscore_fhg,E1,2025,2026-03-21,bristol city,west brom,0,1,2,1
flashscore_fhg,E1,2025,2026-03-21,charlton,norwich,0,1,2,1
flashscore_fhg,E1,2025,2026-03-21,derby,birmingham,1,0,1,0
flashscore_fhg,E1,2025,2026-03-21,hull,sheffield wed,3,1,1,1
flashscore_fhg,E1,2025,2026-03-21,ipswich,millwall,1,1,0,1
flashscore_fhg,E1,2025,2026-03-21,qpr,portsmouth,6,1,1,1
flashscore_fhg,E1,2025,2026-03-21,sheffield utd,wrexham,1,2,2,2
flashscore_fhg,E1,2025,2026-03-21,southampton,oxford utd,2,0,1,0
flashscore_fhg,E1,2025,2026-03-21,swansea,coventry,0,3,2,3
flashscore_fhg,E1,2025,2026-03-21,watford,leicester,0,0,0,0
flashscore_fhg,F1,2025,2026-03-21,auxerre,brest,3,0,1,0
flashscore_fhg,F1,2025,2026-03-21,nice,psg,0,4,2,4
flashscore_fhg,F1,2025,2026-03-21,toulouse,lorient,1,0,1,0
flashscore_fhg,I1,2025,2026-03-21,ac milan,torino,3,2,1,2
flashscore_fhg,I1,2025,2026-03-21,juventus,sassuolo,1,1,0,1
flashscore_fhg,I1,2025,2026-03-21,parma,cremonese,0,2,2,2
flashscore_fhg,N1,2025,2026-03-21,sittard,twente,1,2,2,2
flashscore_fhg,N1,2025,2026-03-21,sparta rotterdam,fc volendam,2,0,1,0
flashscore_fhg,N1,2025,2026-03-21,zwolle,nac breda,2,1,1,1
flashscore_fhg,P1,2025,2026-03-21,benfica,vitoria guimaraes,3,0,1,0
flashscore_fhg,P1,2025,2026-03-21,famalicao,nacional,1,0,1,0
flashscore_fhg,P1,2025,2026-03-21,moreirense,arouca,0,1,2,1
flashscore_fhg,P1,2025,2026-03-21,santa clara,gil vicente,1,0,1,0
flashscore_fhg,P1,2025,2026-03-21,tondela,afs,0,0,0,0
flashscore_fhg,RO1,2025,2026-03-21,csikszereda m. ciuc,farul constanta,1,1,0,1
flashscore_fhg,RO1,2025,2026-03-21,fc arges,u. cluj,0,1,2,1
flashscore_fhg,RO1,2025,2026-03-21,metaloglobus bucharest,petrolul,1,0,1,0
flashscore_fhg,SP1,2025,2026-03-21,elche,mallorca,2,1,1,1
flashscore_fhg,SP1,2025,2026-03-21,espanyol,getafe,1,2,2,2
flashscore_fhg,SP1,2025,2026-03-21,levante,oviedo,4,2,1,2
flashscore_fhg,SP1,2025,2026-03-21,osasuna,girona,1,0,1,0
flashscore_fhg,SP1,2025,2026-03-21,sevilla,valencia,0,2,2,2
flashscore_fhg,D1,2025,2026-03-22,augsburg,stuttgart,2,5,2,5
flashscore_fhg,D1,2025,2026-03-22,mainz,eintracht frankfurt,2,1,1,1
flashscore_fhg,D1,2025,2026-03-22,st. pauli,freiburg,1,2,2,2
flashscore_fhg,E0,2025,2026-03-22,aston villa,west ham,2,0,1,0
flashscore_fhg,E0,2025,2026-03-22,newcastle,sunderland,1,2,2,2
flashscore_fhg,E0,2025,2026-03-22,tottenham,nottingham,0,3,2,3
flashscore_fhg,F1,2025,2026-03-22,lyon,monaco,1,2,2,2
flashscore_fhg,F1,2025,2026-03-22,marseille,lille,1,2,2,2
flashscore_fhg,F1,2025,2026-03-22,nantes,strasbourg,2,3,2,3
flashscore_fhg,F1,2025,2026-03-22,paris fc,le havre,3,2,1,2
flashscore_fhg,F1,2025,2026-03-22,rennes,metz,0,0,0,0
flashscore_fhg,I1,2025,2026-03-22,as roma,lecce,1,0,1,0
flashscore_fhg,I1,2025,2026-03-22,atalanta,verona,1,0,1,0
flashscore_fhg,I1,2025,2026-03-22,bologna,lazio,0,2,2,2
flashscore_fhg,I1,2025,2026-03-22,como,pisa,5,0,1,0
flashscore_fhg,I1,2025,2026-03-22,fiorentina,inter,1,1,0,1
flashscore_fhg,N1,2025,2026-03-22,feyenoord,ajax,1,1,0,1
flashscore_fhg,N1,2025,2026-03-22,groningen,az alkmaar,3,0,1,0
flashscore_fhg,N1,2025,2026-03-22,nijmegen,heerenveen,2,2,0,2
flashscore_fhg,N1,2025,2026-03-22,telstar,psv,3,1,1,1
flashscore_fhg,N1,2025,2026-03-22,utrecht,g.a. eagles,2,0,1,0
flashscore_fhg,P1,2025,2026-03-22,alverca,sporting cp,1,4,2,4
flashscore_fhg,P1,2025,2026-03-22,braga,fc porto,1,2,2,2
flashscore_fhg,P1,2025,2026-03-22,estoril,rio ave,1,2,2,2
flashscore_fhg,RO1,2025,2026-03-22,fc hermannstadt,fc botosani,3,0,1,0
flashscore_fhg,SP1,2025,2026-03-22,ath bilbao,betis,2,1,1,1
flashscore_fhg,SP1,2025,2026-03-22,barcelona,rayo vallecano,1,0,1,0
flashscore_fhg,SP1,2025,2026-03-22,celta vigo,alaves,3,4,2,4
flashscore_fhg,SP1,2025,2026-03-22,real madrid,atl. madrid,3,2,1,2
flashscore_fhg,RO1,2025,2026-03-23,unirea slobozia,otelul,2,1,1,1
flashscore_fhg,E1,2025,2026-04-03,birmingham,blackburn,0,1,2,1
flashscore_fhg,E1,2025,2026-04-03,charlton,bristol city,1,2,2,2
flashscore_fhg,E1,2025,2026-04-03,coventry,derby,3,2,1,2
flashscore_fhg,E1,2025,2026-04-03,leicester,preston,2,2,0,2
flashscore_fhg,E1,2025,2026-04-03,middlesbrough,millwall,1,2,2,2
flashscore_fhg,E1,2025,2026-04-03,norwich,portsmouth,1,1,0,1
flashscore_fhg,E1,2025,2026-04-03,oxford utd,hull,1,1,0,1
flashscore_fhg,E1,2025,2026-04-03,qpr,watford,2,1,1,1
flashscore_fhg,E1,2025,2026-04-03,sheffield utd,swansea,3,3,0,3
flashscore_fhg,E1,2025,2026-04-03,stoke,sheffield wed,2,0,1,0
flashscore_fhg,E1,2025,2026-04-03,west brom,wrexham,2,2,0,2
flashscore_fhg,F1,2025,2026-04-03,psg,toulouse,3,1,1,1
flashscore_fhg,P1,2025,2026-04-03,gil vicente,afs,3,0,1,0
flashscore_fhg,P1,2025,2026-04-03,sporting cp,santa clara,4,2,1,2
flashscore_fhg,P1,2025,2026-04-03,vitoria guimaraes,tondela,5,0,1,0
flashscore_fhg,RO1,2025,2026-04-03,fc botosani,fcsb,3,2,1,2
flashscore_fhg,SA1,2025,2026-04-03,al ittihad,al hazem,1,0,1,0
flashscore_fhg,SA1,2025,2026-04-03,al kholood,al khaleej,2,2,0,2
flashscore_fhg,SA1,2025,2026-04-03,al nassr,al najma,5,2,1,2
flashscore_fhg,SP1,2025,2026-04-03,rayo vallecano,elche,1,0,1,0
flashscore_fhg,D1,2025,2026-04-04,b. monchengladbach,heidenheim,2,2,0,2
flashscore_fhg,D1,2025,2026-04-04,bayer leverkusen,wolfsburg,6,3,1,3
flashscore_fhg,D1,2025,2026-04-04,freiburg,bayern munich,2,3,2,3
flashscore_fhg,D1,2025,2026-04-04,hamburger sv,augsburg,1,1,0,1
flashscore_fhg,D1,2025,2026-04-04,hoffenheim,mainz,1,2,2,2
flashscore_fhg,D1,2025,2026-04-04,stuttgart,dortmund,0,2,2,2
flashscore_fhg,D1,2025,2026-04-04,werder bremen,rb leipzig,1,2,2,2
flashscore_fhg,F1,2025,2026-04-04,brest,rennes,3,4,2,4
flashscore_fhg,F1,2025,2026-04-04,lille,lens,3,0,1,0
flashscore_fhg,F1,2025,2026-04-04,strasbourg,nice,3,1,1,1
flashscore_fhg,I1,2025,2026-04-04,lazio,parma,1,1,0,1
flashscore_fhg,I1,2025,2026-04-04,sassuolo,cagliari,2,1,1,1
flashscore_fhg,I1,2025,2026-04-04,verona,fiorentina,0,1,2,1
flashscore_fhg,N1,2025,2026-04-04,ajax,twente,1,2,2,2
flashscore_fhg,N1,2025,2026-04-04,az alkmaar,sittard,2,0,1,0
flashscore_fhg,N1,2025,2026-04-04,excelsior,nijmegen,0,2,2,2
flashscore_fhg,N1,2025,2026-04-04,psv,utrecht,4,3,1,3
flashscore_fhg,N1,2025,2026-04-04,telstar,groningen,0,2,2,2
flashscore_fhg,P1,2025,2026-04-04,fc porto,famalicao,2,2,0,2
flashscore_fhg,P1,2025,2026-04-04,moreirense,braga,0,1,2,1
flashscore_fhg,P1,2025,2026-04-04,nacional,estrela,2,0,1,0
flashscore_fhg,P1,2025,2026-04-04,rio ave,alverca,1,2,2,2
flashscore_fhg,RO1,2025,2026-04-04,fc arges,dinamo bucuresti,1,1,0,1
flashscore_fhg,RO1,2025,2026-04-04,otelul,fc hermannstadt,2,0,1,0
flashscore_fhg,SA1,2025,2026-04-04,al ahli sc,damac,3,0,1,0
flashscore_fhg,SA1,2025,2026-04-04,al hilal,al taawon,2,2,0,2
flashscore_fhg,SA1,2025,2026-04-04,neom sc,al fayha,1,0,1,0
flashscore_fhg,SP1,2025,2026-04-04,atl. madrid,barcelona,1,2,2,2
flashscore_fhg,SP1,2025,2026-04-04,betis,espanyol,0,0,0,0
flashscore_fhg,SP1,2025,2026-04-04,mallorca,real madrid,2,1,1,1
flashscore_fhg,SP1,2025,2026-04-04,real sociedad,levante,2,0,1,0
flashscore_fhg,D1,2025,2026-04-05,eintracht frankfurt,fc koln,2,2,0,2
flashscore_fhg,D1,2025,2026-04-05,union berlin,st. pauli,1,1,0,1
flashscore_fhg,F1,2025,2026-04-05,angers,lyon,0,0,0,0
flashscore_fhg,F1,2025,2026-04-05,le havre,auxerre,1,1,0,1
flashscore_fhg,F1,2025,2026-04-05,lorient,paris fc,1,1,0,1
flashscore_fhg,F1,2025,2026-04-05,metz,nantes,0,0,0,0
flashscore_fhg,F1,2025,2026-04-05,monaco,marseille,2,1,1,1
flashscore_fhg,I1,2025,2026-04-05,cremonese,bologna,1,2,2,2
flashscore_fhg,I1,2025,2026-04-05,inter,as roma,5,2,1,2
flashscore_fhg,I1,2025,2026-04-05,pisa,torino,0,1,2,1
flashscore_fhg,N1,2025,2026-04-05,fc volendam,feyenoord,0,0,0,0
flashscore_fhg,N1,2025,2026-04-05,g.a. eagles,zwolle,5,0,1,0
flashscore_fhg,N1,2025,2026-04-05,heerenveen,heracles,4,1,1,1
flashscore_fhg,N1,2025,2026-04-05,nac breda,sparta rotterdam,0,0,0,0
flashscore_fhg,RO1,2025,2026-04-05,farul constanta,unirea slobozia,0,1,2,1
flashscore_fhg,RO1,2025,2026-04-05,fc rapid bucuresti,u. cluj,1,2,2,2
flashscore_fhg,RO1,2025,2026-04-05,uta arad,metaloglobus bucharest,5,1,1,1
flashscore_fhg,SA1,2025,2026-04-05,al ettifaq,al qadsiah,3,2,1,2
flashscore_fhg,SA1,2025,2026-04-05,al okhdood,al fateh,1,0,1,0
flashscore_fhg,SA1,2025,2026-04-05,al riyadh,al shabab,1,1,0,1
flashscore_fhg,SP1,2025,2026-04-05,alaves,osasuna,2,2,0,2
flashscore_fhg,SP1,2025,2026-04-05,getafe,ath bilbao,2,0,1,0
flashscore_fhg,SP1,2025,2026-04-05,oviedo,sevilla,1,0,1,0
flashscore_fhg,SP1,2025,2026-04-05,valencia,celta vigo,2,3,2,3
flashscore_fhg,E1,2025,2026-04-06,blackburn,west brom,0,0,0,0
flashscore_fhg,E1,2025,2026-04-06,bristol city,sheffield utd,1,0,1,0
flashscore_fhg,E1,2025,2026-04-06,derby,stoke,2,0,1,0
flashscore_fhg,E1,2025,2026-04-06,hull,coventry,0,0,0,0
flashscore_fhg,E1,2025,2026-04-06,ipswich,birmingham,2,1,1,1
flashscore_fhg,E1,2025,2026-04-06,millwall,norwich,1,2,2,2
flashscore_fhg,E1,2025,2026-04-06,portsmouth,oxford utd,2,2,0,2
flashscore_fhg,E1,2025,2026-04-06,preston,qpr,1,1,0,1
flashscore_fhg,E1,2025,2026-04-06,sheffield wed,leicester,1,1,0,1
flashscore_fhg,E1,2025,2026-04-06,swansea,middlesbrough,2,2,0,2
flashscore_fhg,E1,2025,2026-04-06,watford,charlton,1,1,0,1
flashscore_fhg,I1,2025,2026-04-06,juventus,genoa,2,0,1,0
flashscore_fhg,I1,2025,2026-04-06,lecce,atalanta,0,3,2,3
flashscore_fhg,I1,2025,2026-04-06,napoli,ac milan,1,0,1,0
flashscore_fhg,I1,2025,2026-04-06,udinese,como,0,0,0,0
flashscore_fhg,P1,2025,2026-04-06,arouca,estoril,3,2,1,2
flashscore_fhg,P1,2025,2026-04-06,casa pia,benfica,1,1,0,1
flashscore_fhg,RO1,2025,2026-04-06,petrolul,csikszereda m. ciuc,2,0,1,0
flashscore_fhg,RO1,2025,2026-04-06,univ. craiova,cfr cluj,2,0,1,0
flashscore_fhg,SP1,2025,2026-04-06,girona,villarreal,1,0,1,0
flashscore_fhg,E1,2025,2026-04-07,wrexham,southampton,1,5,2,5
flashscore_fhg,SA1,2025,2026-04-08,al fayha,al ahli sc,1,1,0,1
flashscore_fhg,SA1,2025,2026-04-08,al hilal,al kholood,6,0,1,0
flashscore_fhg,SA1,2025,2026-04-08,al ittihad,neom sc,3,4,2,4
flashscore_fhg,SA1,2025,2026-04-09,al ettifaq,al riyadh,2,3,2,3
flashscore_fhg,SA1,2025,2026-04-09,damac,al qadsiah,1,1,0,1
flashscore_fhg,D1,2025,2026-04-10,augsburg,hoffenheim,2,2,0,2
flashscore_fhg,E0,2025,2026-04-10,west ham,wolves,4,0,1,0
flashscore_fhg,E1,2025,2026-04-10,west brom,millwall,0,0,0,0
flashscore_fhg,F1,2025,2026-04-10,marseille,metz,3,1,1,1
flashscore_fhg,F1,2025,2026-04-10,paris fc,monaco,4,1,1,1
flashscore_fhg,I1,2025,2026-04-10,as roma,pisa,3,0,1,0
flashscore_fhg,N1,2025,2026-04-10,twente,fc volendam,2,1,1,1
flashscore_fhg,P1,2025,2026-04-10,famalicao,moreirense,1,1,0,1
flashscore_fhg,RO1,2025,2026-04-10,fc hermannstadt,farul constanta,1,0,1,0
flashscore_fhg,SP1,2025,2026-04-10,real madrid,girona,1,1,0,1
flashscore_fhg,D1,2025,2026-04-11,dortmund,bayer leverkusen,0,1,2,1
flashscore_fhg,D1,2025,2026-04-11,heidenheim,union berlin,3,1,1,1
flashscore_fhg,D1,2025,2026-04-11,rb leipzig,b. monchengladbach,1,0,1,0
flashscore_fhg,D1,2025,2026-04-11,st. pauli,bayern munich,0,5,2,5
flashscore_fhg,D1,2025,2026-04-11,wolfsburg,eintracht frankfurt,1,2,2,2
flashscore_fhg,E0,2025,2026-04-11,arsenal,bournemouth,1,2,2,2
flashscore_fhg,E0,2025,2026-04-11,brentford,everton,2,2,0,2
flashscore_fhg,E0,2025,2026-04-11,burnley,brighton,0,2,2,2
flashscore_fhg,E0,2025,2026-04-11,liverpool,fulham,2,0,1,0
flashscore_fhg,E1,2025,2026-04-11,charlton,preston,1,2,2,2
flashscore_fhg,E1,2025,2026-04-11,coventry,sheffield wed,0,0,0,0
flashscore_fhg,E1,2025,2026-04-11,leicester,swansea,0,1,2,1
flashscore_fhg,E1,2025,2026-04-11,middlesbrough,portsmouth,0,1,2,1
flashscore_fhg,E1,2025,2026-04-11,norwich,ipswich,0,2,2,2
flashscore_fhg,E1,2025,2026-04-11,oxford utd,watford,2,0,1,0
flashscore_fhg,E1,2025,2026-04-11,qpr,bristol city,0,0,0,0
flashscore_fhg,E1,2025,2026-04-11,sheffield utd,hull,2,1,1,1
flashscore_fhg,E1,2025,2026-04-11,southampton,derby,2,1,1,1
flashscore_fhg,E1,2025,2026-04-11,stoke,blackburn,1,1,0,1
flashscore_fhg,F1,2025,2026-04-11,auxerre,nantes,0,0,0,0
flashscore_fhg,F1,2025,2026-04-11,rennes,angers,2,1,1,1
flashscore_fhg,I1,2025,2026-04-11,ac milan,udinese,0,3,2,3
flashscore_fhg,I1,2025,2026-04-11,atalanta,juventus,0,1,2,1
flashscore_fhg,I1,2025,2026-04-11,cagliari,cremonese,1,0,1,0
flashscore_fhg,I1,2025,2026-04-11,torino,verona,2,1,1,1
flashscore_fhg,N1,2025,2026-04-11,groningen,g.a. eagles,0,0,0,0
flashscore_fhg,N1,2025,2026-04-11,heracles,ajax,0,3,2,3
flashscore_fhg,N1,2025,2026-04-11,sparta rotterdam,psv,0,2,2,2
flashscore_fhg,N1,2025,2026-04-11,utrecht,telstar,4,1,1,1
flashscore_fhg,P1,2025,2026-04-11,afs,vitoria guimaraes,1,1,0,1
flashscore_fhg,P1,2025,2026-04-11,estrela,sporting cp,0,1,2,1
flashscore_fhg,P1,2025,2026-04-11,santa clara,rio ave,0,2,2,2
flashscore_fhg,RO1,2025,2026-04-11,fcsb,otelul,4,0,1,0
flashscore_fhg,RO1,2025,2026-04-11,uta arad,fc botosani,3,1,1,1
flashscore_fhg,SA1,2025,2026-04-11,al hazem,al fayha,2,0,1,0
flashscore_fhg,SA1,2025,2026-04-11,al najma,neom sc,2,1,1,1
flashscore_fhg,SA1,2025,2026-04-11,al okhdood,al nassr,0,2,2,2
flashscore_fhg,SA1,2025,2026-04-11,al taawon,al kholood,1,2,2,2
flashscore_fhg,SP1,2025,2026-04-11,barcelona,espanyol,4,1,1,1
flashscore_fhg,SP1,2025,2026-04-11,elche,valencia,1,0,1,0
flashscore_fhg,SP1,2025,2026-04-11,real sociedad,alaves,3,3,0,3
flashscore_fhg,SP1,2025,2026-04-11,sevilla,atl. madrid,2,1,1,1
flashscore_fhg,D1,2025,2026-04-12,fc koln,werder bremen,3,1,1,1
flashscore_fhg,D1,2025,2026-04-12,mainz,freiburg,0,1,2,1
flashscore_fhg,D1,2025,2026-04-12,stuttgart,hamburger sv,4,0,1,0
flashscore_fhg,E0,2025,2026-04-12,chelsea,manchester city,0,3,2,3
flashscore_fhg,E0,2025,2026-04-12,crystal palace,newcastle,2,1,1,1
flashscore_fhg,E0,2025,2026-04-12,nottingham,aston villa,1,1,0,1
flashscore_fhg,E0,2025,2026-04-12,sunderland,tottenham,1,0,1,0
flashscore_fhg,E1,2025,2026-04-12,birmingham,wrexham,2,0,1,0
flashscore_fhg,F1,2025,2026-04-12,lyon,lorient,2,0,1,0
flashscore_fhg,F1,2025,2026-04-12,nice,le havre,1,1,0,1
flashscore_fhg,F1,2025,2026-04-12,toulouse,lille,0,4,2,4
flashscore_fhg,I1,2025,2026-04-12,bologna,lecce,2,0,1,0
flashscore_fhg,I1,2025,2026-04-12,como,inter,3,4,2,4
flashscore_fhg,I1,2025,2026-04-12,genoa,sassuolo,2,1,1,1
flashscore_fhg,I1,2025,2026-04-12,parma,napoli,1,1,0,1
flashscore_fhg,N1,2025,2026-04-12,az alkmaar,heerenveen,3,0,1,0
flashscore_fhg,N1,2025,2026-04-12,nijmegen,feyenoord,1,1,0,1
flashscore_fhg,N1,2025,2026-04-12,sittard,nac breda,1,1,0,1
flashscore_fhg,N1,2025,2026-04-12,zwolle,excelsior,2,2,0,2
flashscore_fhg,P1,2025,2026-04-12,alverca,casa pia,3,1,1,1
flashscore_fhg,P1,2025,2026-04-12,benfica,nacional,2,0,1,0
flashscore_fhg,P1,2025,2026-04-12,braga,arouca,1,0,1,0
flashscore_fhg,P1,2025,2026-04-12,estoril,fc porto,1,3,2,3
flashscore_fhg,RO1,2025,2026-04-12,cfr cluj,dinamo bucuresti,1,1,0,1
flashscore_fhg,RO1,2025,2026-04-12,unirea slobozia,petrolul,1,2,2,2
flashscore_fhg,SP1,2025,2026-04-12,ath bilbao,villarreal,1,2,2,2
flashscore_fhg,SP1,2025,2026-04-12,celta vigo,oviedo,0,3,2,3
flashscore_fhg,SP1,2025,2026-04-12,mallorca,rayo vallecano,3,0,1,0
flashscore_fhg,SP1,2025,2026-04-12,osasuna,betis,1,1,0,1
flashscore_fhg,E0,2025,2026-04-13,manchester utd,leeds,1,2,2,2
flashscore_fhg,I1,2025,2026-04-13,fiorentina,lazio,1,0,1,0
flashscore_fhg,P1,2025,2026-04-13,tondela,gil vicente,2,2,0,2
flashscore_fhg,RO1,2025,2026-04-13,fc rapid bucuresti,fc arges,0,0,0,0
flashscore_fhg,RO1,2025,2026-04-13,metaloglobus bucharest,csikszereda m. ciuc,0,1,2,1
flashscore_fhg,RO1,2025,2026-04-13,u. cluj,univ. craiova,4,0,1,0
flashscore_fhg,SP1,2025,2026-04-13,levante,getafe,1,0,1,0
flashscore_fhg,E1,2025,2026-04-14,portsmouth,ipswich,2,0,1,0
flashscore_fhg,E1,2025,2026-04-14,southampton,blackburn,3,0,1,0
flashscore_fhg,SA1,2025,2026-04-14,al qadsiah,al shabab,2,2,0,2
flashscore_fhg,SA1,2025,2026-04-15,al nassr,al ettifaq,1,0,1,0
flashscore_fhg,D1,2025,2026-04-17,st. pauli,fc koln,1,1,0,1
flashscore_fhg,E1,2025,2026-04-17,blackburn,coventry,1,1,0,1
flashscore_fhg,F1,2025,2026-04-17,lens,toulouse,3,2,1,2
flashscore_fhg,I1,2025,2026-04-17,inter,cagliari,3,0,1,0
flashscore_fhg,I1,2025,2026-04-17,sassuolo,como,2,1,1,1
flashscore_fhg,P1,2025,2026-04-17,rio ave,afs,2,2,0,2
flashscore_fhg,RO1,2025,2026-04-17,fc arges,cfr cluj,0,1,2,1
flashscore_fhg,RO1,2025,2026-04-17,otelul,uta arad,1,0,1,0
flashscore_fhg,D1,2025,2026-04-18,bayer leverkusen,augsburg,1,2,2,2
flashscore_fhg,D1,2025,2026-04-18,eintracht frankfurt,rb leipzig,1,3,2,3
flashscore_fhg,D1,2025,2026-04-18,hoffenheim,dortmund,2,1,1,1
flashscore_fhg,D1,2025,2026-04-18,union berlin,wolfsburg,1,2,2,2
flashscore_fhg,D1,2025,2026-04-18,werder bremen,hamburger sv,3,1,1,1
flashscore_fhg,E0,2025,2026-04-18,brentford,fulham,0,0,0,0
flashscore_fhg,E0,2025,2026-04-18,chelsea,manchester utd,0,1,2,1
flashscore_fhg,E0,2025,2026-04-18,leeds,wolves,3,0,1,0
flashscore_fhg,E0,2025,2026-04-18,newcastle,bournemouth,1,2,2,2
flashscore_fhg,E0,2025,2026-04-18,tottenham,brighton,2,2,0,2
flashscore_fhg,E1,2025,2026-04-18,bristol city,norwich,2,4,2,4
flashscore_fhg,E1,2025,2026-04-18,derby,oxford utd,1,0,1,0
flashscore_fhg,E1,2025,2026-04-18,hull,birmingham,1,1,0,1
flashscore_fhg,E1,2025,2026-04-18,millwall,qpr,2,0,1,0
flashscore_fhg,E1,2025,2026-04-18,portsmouth,leicester,1,0,1,0
flashscore_fhg,E1,2025,2026-04-18,preston,west brom,0,2,2,2
flashscore_fhg,E1,2025,2026-04-18,sheffield wed,charlton,1,1,0,1
flashscore_fhg,E1,2025,2026-04-18,swansea,southampton,1,2,2,2
flashscore_fhg,E1,2025,2026-04-18,watford,sheffield utd,0,2,2,2
flashscore_fhg,E1,2025,2026-04-18,wrexham,stoke,2,0,1,0
flashscore_fhg,F1,2025,2026-04-18,angers,le havre,1,1,0,1
flashscore_fhg,F1,2025,2026-04-18,lille,nice,0,0,0,0
flashscore_fhg,F1,2025,2026-04-18,lorient,marseille,2,0,1,0
flashscore_fhg,I1,2025,2026-04-18,as roma,atalanta,1,1,0,1
flashscore_fhg,I1,2025,2026-04-18,napoli,lazio,0,2,2,2
flashscore_fhg,I1,2025,2026-04-18,udinese,parma,0,1,2,1
flashscore_fhg,P1,2025,2026-04-18,casa pia,santa clara,0,0,0,0
flashscore_fhg,P1,2025,2026-04-18,gil vicente,vitoria guimaraes,0,1,2,1
flashscore_fhg,P1,2025,2026-04-18,nacional,alverca,1,0,1,0
flashscore_fhg,RO1,2025,2026-04-18,csikszereda m. ciuc,unirea slobozia,3,2,1,2
flashscore_fhg,RO1,2025,2026-04-18,dinamo bucuresti,u. cluj,2,1,1,1
flashscore_fhg,D1,2025,2026-04-19,b. monchengladbach,mainz,1,1,0,1
flashscore_fhg,D1,2025,2026-04-19,bayern munich,stuttgart,4,2,1,2
flashscore_fhg,D1,2025,2026-04-19,freiburg,heidenheim,2,1,1,1
flashscore_fhg,E0,2025,2026-04-19,aston villa,sunderland,4,3,1,3
flashscore_fhg,E0,2025,2026-04-19,everton,liverpool,1,2,2,2
flashscore_fhg,E0,2025,2026-04-19,manchester city,arsenal,2,1,1,1
flashscore_fhg,E0,2025,2026-04-19,nottingham,burnley,4,1,1,1
flashscore_fhg,E1,2025,2026-04-19,ipswich,middlesbrough,2,2,0,2
flashscore_fhg,F1,2025,2026-04-19,metz,paris fc,1,3,2,3
flashscore_fhg,F1,2025,2026-04-19,monaco,auxerre,2,2,0,2
flashscore_fhg,F1,2025,2026-04-19,nantes,brest,1,1,0,1
